rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
164,Thịnh Suy,tiny love,Yin Yang Media,3,159,148,152667,9,2021-12-05,158.0
165,Quang Hùng MasterD,Đừng Vì Anh Mà Khóc,Theanh28 Entertainment,152,152,3,152276,9,2019-12-20,355.0
166,Mitski,My Love Mine All Mine,Dead Oceans,30,171,52,149474,9,2023-09-15,138.0
167,"ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","ĐỀU LÀ CỦA EM (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)",Anh Trai Say Hi,86,161,6,149392,9,2024-08-26,238.0
168,Ariana Grande,intro (end of the world),Republic Records,13,184,29,146707,9,2024-03-08,92.0
169,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,155,188,146149,9,2021-02-04,269.0
170,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,169,71,145898,9,2022-01-30,180.0
171,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,163,114,145433,9,2022-07-24,222.0
172,"Binz, Đen",Cho Mình Em,Spacespeakers,32,172,73,143582,9,2021-04-01,206.0
173,"Đen, MIN",Bài Này Chill Phết,Đen,1,173,279,142720,9,2019-01-01,276.0
174,Vũ.,Bước Qua Nhau,WM Vietnam,1,198,114,141258,9,2022-09-09,258.0
175,"Sean, Lửa",Em Thích,MaiDao Music,65,156,88,140763,9,2021-12-03,176.0
176,The Weeknd,Die For You,Universal Republic Records,49,182,83,140507,9,2016-11-24,260.0
177,Andiez,1 Phút,MaiDao Music,21,168,176,140458,9,2017-08-07,376.0
178,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,154,35,139853,9,2024-01-11,233.0
179,"D Blue, Killic",Chỉ Còn Ta Và Ta Giữa Trời,12 trái lê,151,187,16,139848,9,2020-05-30,187.0
180,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,179,62,139566,9,2023-05-13,241.0
181,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,186,30,139125,9,2024-03-08,229.0
182,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,193,184,138752,9,2020-11-17,234.0
183,Dương Domic,Yêu Em 2 Ngày,DAO Entertainment,174,174,2,138598,9,2024-03-08,224.0
184,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,196,165,138023,9,2021-08-01,218.0
185,"2T, Văn",Liệu Giờ,LOOPS Music,22,146,213,137905,9,2019-04-14,259.0
186,Low G,Bảo Tàng,Nhà Hóa Học Đống Đa,33,-1,18,137796,9,2023-11-29,185.0
187,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,191,54,137762,9,2021-11-09,186.0
188,Thịnh Suy,Mai Mình Xa,InQ International,85,178,24,137543,9,2019-12-20,191.0
189,"Huỳnh Tú, Andiez",Đường Một Chiều,Huỳnh Tú,114,190,64,137460,9,2016-10-14,287.0
190,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,185,95,136281,9,2022-07-11,261.0
191,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",Vietnam Music Award,109,175,20,135958,9,2024-03-04,260.0
192,Taylor Swift,Cruel Summer,Taylor Swift,5,195,75,134842,9,2019-08-23,178.0
193,"Vũ., TRANG",Anh Nhớ Ra (feat. TRANG),WM Vietnam,19,197,79,134400,9,2022-09-09,277.0
194,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,153,93,134226,9,2022-05-20,302.0
195,starfall,intentions,Mercury Records / Republic Records,67,167,7,133668,9,2024-04-26,225.0
196,RPT MCK,Tại Vì Sao,N0L4B3L,3,-1,104,133506,9,2023-03-02,203.0
197,"tlinh, 2pillz, WOKEUP",ghệ iu dấu của em ơi,Universal Music Indochina Distributed Labels,8,-1,65,133028,9,2023-08-16,205.0
198,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,-1,105,132592,9,2021-07-27,142.0
199,Rhymastic,Nến Và Hoa,WM Vietnam,2,-1,223,131151,9,2018-08-19,166.0
200,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,188,245,130427,9,2018-04-01,215.0
1,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,1,68,3204169,10,2023-11-03,184.0
2,Jimin,Who,BIGHIT MUSIC,1,3,15,2351773,10,2024-07-19,171.0
3,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,4,51,1660061,10,2023-11-03,206.0
4,"ROSÉ, Bruno Mars",APT.,Atlantic Records,2,2,2,1537294,10,2024-10-18,170.0
5,Jin,I'll Be There,BIGHIT MUSIC,5,-1,1,1433598,10,2024-10-25,182.0
6,"Vũ., Binz",bình yên,WM Vietnam,4,6,9,1083566,10,2024-09-27,196.0
7,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,4,5,6,996978,10,2024-09-18,203.0
8,"ANH TRAI ""SAY HI"", Dương Domic",TRÀN BỘ NHỚ (feat. Dương Domic),Anh Trai Say Hi,5,7,8,925029,10,2024-08-31,210.0
9,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,4,9,11,897011,10,2024-08-16,252.0
10,"Da LAB, Minh Tốc & Lam",Bầu Trời Mới,Universal Music Indochina Distributed Labels,8,8,4,877616,10,2024-10-05,262.0
11,"Puppy, Dangrangto",Wrong Times,MaiDao Music,11,11,52,824679,10,2023-05-17,211.0
12,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,10,55,807376,10,2023-10-16,202.0
13,V,Love Me Again,BIGHIT MUSIC,2,24,64,747107,10,2023-08-11,182.0
14,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,16,61,731169,10,2023-07-28,155.0
15,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,14,10,723032,10,2024-08-26,295.0
16,"ANH TRAI ""SAY HI"", HIEUTHUHAI, Dương Domic, Song Luân, JSOL, Trần Đăng Dương","SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)",Anh Trai Say Hi,7,13,7,695699,10,2024-09-18,253.0
17,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,17,16,688632,10,2024-08-06,245.0
18,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,21,49,673928,10,2023-11-22,182.0
19,"Dangrangto, TeuYungBoy, DONAL",NGỰA Ô,Higher Dimension,15,15,4,669891,10,2024-10-02,215.0
20,HIEUTHUHAI,Không Thể Say,M Music Records,7,20,80,648418,10,2023-10-16,228.0
21,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,19,21,621186,10,2024-06-08,279.0
22,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,22,25,5,608197,10,2024-09-27,233.0
23,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","CHÂN THÀNH (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,14,27,11,533106,10,2024-08-26,258.0
24,"tlinh, Low G",HOP ON DA SHOW,M Music Records,5,18,7,529356,10,2024-09-18,176.0
25,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Pháp Kiều, ERIK","TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)",Anh Trai Say Hi,13,23,7,527780,10,2024-09-18,316.0
26,JENNIE,Mantra,OA Entertainment/Columbia,6,12,3,526029,10,2024-10-10,137.0
27,"ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange","NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)",Anh Trai Say Hi,6,22,13,525817,10,2024-08-29,252.0
28,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,26,13,522406,10,2024-08-02,203.0
29,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,22,28,33,506833,10,2020-09-25,222.0
30,MONO,Chăm Hoa,M Music Records,30,-1,1,476135,10,2024-10-22,211.0
31,"ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc","REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)",Anh Trai Say Hi,5,29,13,464536,10,2024-08-29,252.0
32,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,30,152,452999,10,2021-12-01,208.0
33,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,38,46,447627,10,2024-09-27,236.0
34,Minh Huy,Miên Man,LOOPS Music,11,33,61,447290,10,2022-06-24,198.0
35,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,36,117,441238,10,2022-08-04,242.0
36,aespa,Whiplash,SM Entertainment,36,92,2,438344,10,2024-10-21,183.0
37,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,37,55,427620,10,2023-10-16,171.0
38,"Captain, RHYDER",Ừ Thì Chia Tay (feat. RHYDER),Great Entertainment,38,-1,1,423305,10,2024-10-23,239.0
39,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,32,122,412462,10,2022-06-30,255.0
40,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,28,31,31,409046,10,2023-03-03,328.0
41,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,44,53,407090,10,2023-12-17,175.0
42,W/N,id 072019,Universal Music Indochina Distributed Labels,3,45,66,406982,10,2023-07-31,272.0
43,"WEAN, tlinh",shhhhhhh..,WEAN,9,39,56,403110,10,2023-10-07,231.0
44,LISA,Moonlit Floor (Kiss Me),Lloud Co./RCA Records,34,34,4,402701,10,2024-10-03,156.0
45,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,46,87,393578,10,2023-08-16,264.0
46,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,39,47,163,393235,10,2021-07-09,193.0
47,Negav,Mình Anh Thôi,MIXUS,18,43,8,388491,10,2024-09-04,213.0
48,Ronboogz,nhắn nhủ,MaiDao Music,14,48,46,381570,10,2023-12-12,241.0
49,Low G,Simp Gái 808,Rap Nhà Làm,9,41,55,374003,10,2023-10-18,162.0
50,"ANH TRAI ""SAY HI"", RHYDER, Jmi Ko","ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)",Anh Trai Say Hi,15,42,9,373823,10,2024-08-31,260.0
51,Ngô Lan Hương,Đi Giữa Trời Rực Rỡ (Original Soundtrack from “Đi Giữa Trời Rực Rỡ”),SK Pictures,34,40,10,363389,10,2024-08-05,221.0
52,"Low G, Thắng",An Thần,Rap Nhà Làm,2,54,158,360676,10,2021-10-21,174.0
53,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,53,201,357062,10,2020-12-29,234.0
54,"ANH TRAI ""SAY HI"", Quang Hùng MasterD",TRÓI EM LẠI (feat. Quang Hùng MasterD),Anh Trai Say Hi,27,49,8,356710,10,2024-08-31,265.0
55,"ANH TRAI ""SAY HI"", HIEUTHUHAI",QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),Anh Trai Say Hi,14,35,9,345740,10,2024-08-31,210.0
56,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,21,57,114,339399,10,2016-01-01,262.0
57,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,50,35,330358,10,2024-03-01,253.0
58,"Chọn gì? Chọn đi!, OgeNus, PiaLinh",Say Yes (Vietnamese Version),MaiDao Music,30,51,8,329677,10,2024-09-11,223.0
59,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,59,98,329060,10,2022-12-15,192.0
60,"JustaTee, BigDaddy",2AM,WM Vietnam,18,63,131,328631,10,2022-05-10,258.0
61,"RAP VIỆT, Dangrangto",ĐÂU PHẢI VỢ ANH (feat. Dangrangto),DAT VIET VAC,61,75,2,327981,10,2024-10-14,184.0
62,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,52,93,322154,10,2023-01-02,279.0
63,WEAN,BADBYE,WEAN,20,55,36,315778,10,2023-06-09,203.0
64,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,58,34,310136,10,2024-03-08,250.0
65,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,67,20,309083,10,2024-06-13,220.0
66,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,61,17,308403,10,2024-08-06,256.0
67,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,60,56,301559,10,2023-10-10,166.0
68,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,47,56,5,297716,10,2024-09-27,260.0
69,Da LAB,Thức Giấc,Yin Yang Media,1,71,173,291624,10,2021-07-14,269.0
70,Jimin,Be Mine,BIGHIT MUSIC,7,65,15,285491,10,2024-07-19,207.0
71,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,78,210,284207,10,2017-04-01,293.0
72,Dangrangto,Love is,MaiDao Music,72,-1,1,283711,10,2023-06-27,267.0
73,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,73,156,279671,10,2021-09-10,261.0
74,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,70,140,277628,10,2023-03-02,156.0
75,V,FRI(END)S,BIGHIT MUSIC,1,86,33,272105,10,2024-03-15,148.0
76,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,68,184,270415,10,2023-03-03,300.0
77,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,91,179,266123,10,2021-05-29,247.0
78,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,87,56,263756,10,2023-10-05,188.0
79,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,84,202,263312,10,2020-12-20,302.0
80,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,88,203,262662,10,2022-09-09,279.0
81,Andiez,Suýt Nữa Thì...,MaiDao Music,74,81,121,261068,10,2018-08-13,281.0
82,"Karik, GDucky",Bạn Đời,WM Vietnam,5,98,57,260245,10,2024-07-11,306.0
83,"52Hz, WEAN, RIO",ĐỢI (SPECIAL VERSION) [ft. WEAN],DAO Entertainment,83,101,14,259855,10,2024-01-31,199.0
84,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,72,117,258630,10,2022-07-11,234.0
85,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,62,124,257562,10,2022-06-20,226.0
86,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,90,45,256227,10,2023-12-25,292.0
87,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,76,17,253741,10,2024-07-09,139.0
88,"ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh","I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)",Anh Trai Say Hi,15,89,12,253427,10,2024-08-29,278.0
89,Dhruv,double take,Little Worry/RCA Records,8,80,182,249643,10,2022-01-21,172.0
90,Jin,Super Tuna,BIGHIT MUSIC,42,-1,2,249267,10,2024-10-11,115.0
91,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,79,71,249247,10,2023-06-23,245.0
92,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,83,43,247899,10,2023-12-15,197.0
93,Kha,Hư không,MaiDao Music,22,94,42,246235,10,2023-12-14,355.0
94,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,99,215,244756,10,2023-07-14,178.0
95,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,63,82,24,243388,10,2024-05-17,210.0
96,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,97,62,242346,10,2023-06-10,258.0
97,Vũ.,Lạ Lùng,WM Vietnam,17,96,343,240407,10,2016-12-24,262.0
98,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,102,87,236034,10,2023-03-02,194.0
99,"RAP VIỆT, Gill",TUYẾT TRÊN PHỐ (feat. Gill),DAT VIET VAC,69,85,4,234781,10,2024-09-30,223.0
100,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,69,57,233889,10,2023-10-02,202.0
101,PC,10 Ngàn Năm,12 trái lê,27,105,125,232666,10,2019-12-21,240.0
102,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,100,97,225327,10,2022-11-20,149.0
103,Jin,The Astronaut,BIGHIT MUSIC,1,-1,24,225151,10,2022-10-28,282.0
104,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,109,17,223372,10,2024-08-06,235.0
105,"Đen, JustaTee",Đi Về Nhà,Đen,3,107,202,223050,10,2020-12-20,200.0
106,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,95,87,221603,10,2022-01-22,244.0
107,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,77,104,221354,10,2019-07-15,218.0
108,"tlinh, Low G",NGÂN,M Music Records,42,74,6,220553,10,2024-09-18,159.0
109,"NICKY, AMEE",thật quá đáng.. để yêu,Yin Yang Media,109,153,3,220032,10,2024-10-09,186.0
110,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,108,87,219038,10,2023-03-02,142.0
111,"Cường Seven, Phan Đinh Tùng, Bằng Kiều, Jun Phạm, Tự Long, Trương Thế Vinh, Tuấn Hưng, SOOBIN, S.T Sơn Thạch, Kay Trần, BB Trần, (S)TRONG, Kiên Ứng",MẸ YÊU CON,Universal Music Indochina Distributed Labels,111,166,2,216443,10,2024-10-19,305.0
112,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,104,170,215712,10,2021-07-31,240.0
113,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,103,102,215180,10,2022-11-22,281.0
114,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,111,208,214482,10,2020-06-12,200.0
115,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,119,184,213421,10,2021-04-29,276.0
116,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,106,38,212341,10,2023-10-21,254.0
117,W/N,2 4,W NATION,8,66,13,210188,10,2024-07-31,199.0
118,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,123,106,209594,10,2020-06-20,217.0
119,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,120,56,209382,10,2023-10-10,227.0
120,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,115,149,208061,10,2016-03-07,254.0
121,Quang Hùng MasterD,Thủy Triều,Quang Hùng MasterD,69,112,15,207738,10,2024-02-12,180.0
122,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,110,132,206849,10,2022-04-22,219.0
123,Ronboogz,Nói Dối,MaiDao Music,79,113,52,204238,10,2022-12-12,206.0
124,Da LAB,Thanh Xuân,Sony Music Entertainment,1,121,323,203087,10,2018-08-24,221.0
125,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,144,282,202950,10,2017-04-01,260.0
126,ROSÉ,On The Ground,YG Entertainment,1,64,93,202003,10,2021-03-12,168.0
127,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,122,221,200073,10,2024-06-26,235.0
128,Thịnh Suy,Thắc Mắc?,InQ International,110,114,47,198405,10,2019-01-01,206.0
129,Ronboogz,Lan Man,MaiDao Music,33,117,81,197619,10,2023-03-25,216.0
130,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,135,80,196085,10,2023-04-24,240.0
131,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,41,138,11,193258,10,2024-08-26,232.0
132,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,141,106,192728,10,2022-03-28,270.0
133,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,132,217,192462,10,2015-11-05,218.0
134,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,130,29,192344,10,2024-09-27,288.0
135,Khiem,Yên Bình Có Quá Đắt Không,Universal Music Indochina Distributed Labels,12,118,17,191890,10,2024-06-23,248.0
136,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,129,124,191685,10,2020-07-20,283.0
137,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,116,174,191411,10,2021-06-28,237.0
138,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,146,215,191303,10,2018-03-17,237.0
139,"Rocky CDE, Dangrangto, VCC Left Hand",Việc Nên Làm,MaiDao Music,133,133,4,189088,10,2024-01-06,274.0
140,Thanh Hưng,Lao Tâm Khổ Tứ,LOOPS Music,122,134,12,188691,10,2023-03-03,346.0
141,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,152,188,188423,10,2020-11-17,234.0
142,"SIXTYUPTOWN, Dangrangto, Lu, Rem",Girl Hà Nội,DetentionRoom,134,151,7,183834,10,2024-07-11,235.0
143,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,124,76,183820,10,2022-12-30,161.0
144,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,162,58,183195,10,2023-09-20,201.0
145,SOOBIN,giá như,WDND,13,154,29,182108,10,2024-06-25,223.0
146,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,140,18,180771,10,2024-06-27,152.0
147,Sabrina Carpenter,Espresso,Island Records,13,147,28,180359,10,2024-08-23,175.0
148,"tlinh, Low G",DÂU TẰM,M Music Records,65,125,6,178936,10,2024-09-18,160.0
149,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,143,262,177150,10,2019-10-21,253.0
150,"2T, Văn",Liệu Giờ,LOOPS Music,22,142,217,177112,10,2019-04-14,259.0
151,AMEE,Cuộc gọi lúc nửa đêm,Yin Yang Media,11,126,13,175634,10,2024-08-02,183.0
152,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,155,50,175109,10,2023-11-12,304.0
153,Vũ.,Mùa Mưa Ấy,WM Vietnam,79,128,5,174931,10,2024-09-27,228.0
154,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,158,174,174739,10,2021-06-21,244.0
155,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,167,75,173341,10,2022-01-30,180.0
156,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,127,42,172746,10,2023-10-18,168.0
157,"MIN, Mr A",Có Em Chờ,MIN,139,150,21,172666,10,2017-05-10,234.0
158,"Wxrdie, Marlykid, Lucin3x",Bước Za Đi Xa,Universal Music Indochina Distributed Labels,61,139,6,172506,10,2024-09-18,169.0
159,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,54,163,19,170570,10,2024-06-20,276.0
160,Vũ.,Bước Qua Nhau,WM Vietnam,1,174,117,169569,10,2022-09-09,258.0
161,B Ray,Cao Ốc 20,Great Entertainment,109,136,29,169389,10,2023-05-16,255.0
162,"MONO, 2pillz",Đi Tìm Tình Yêu,M Music Records,61,-1,8,169086,10,2024-08-27,204.0
163,"Binz, Đen",Cho Mình Em,Spacespeakers,32,179,77,166881,10,2021-04-01,206.0
164,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,145,46,166612,10,2023-12-17,134.0
165,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,73,148,68,166589,10,2017-04-01,227.0
166,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,185,45,165662,10,2023-12-18,195.0
167,"MONO, Onionn.",Em Xinh,M Music Records,10,192,38,165575,10,2023-11-30,183.0
168,ROSÉ,Gone,YG Entertainment,2,93,128,164492,10,2021-03-12,207.0
169,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,149,253,163762,10,2019-12-13,222.0
170,Thịnh Suy,Chết Trong Em,InQ International,4,161,105,163332,10,2022-11-17,257.0
171,One Direction,Night Changes,Syco Music,160,160,2,162271,10,2014-11-17,227.0
172,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,172,231,161563,10,2018-03-27,259.0
173,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,176,99,161099,10,2022-07-11,261.0
174,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,137,81,160451,10,2022-07-31,214.0
175,JustaTee,Forget About Her,Spacespeakers,31,157,12,160419,10,2022-10-31,218.0
176,"Đen, MIN",Bài Này Chill Phết,Đen,1,-1,282,159975,10,2019-01-01,276.0
177,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,184,249,159877,10,2018-04-01,215.0
178,Quang Hùng MasterD,Đừng Vì Anh Mà Khóc,Theanh28 Entertainment,152,168,7,158461,10,2019-12-20,355.0
179,"W/N, Tezzy, Tien",Crush 2,RioX Records,51,131,123,158191,10,2019-12-07,120.0
180,"ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","BAO LỜI CON CHƯA NÓI (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)",Anh Trai Say Hi,59,159,11,157347,10,2024-08-26,333.0
